#EleNb	X	Y	Z	Solution	Assigned	Total
933	0.135	0.000125	0.075	0.0001626179411935423	0	0.0001626179411935423
934	0.135	0.000125	0.045	0.0001626179696638848	0	0.0001626179696638848
935	0.135	0.000125	0.015	0.0001626179777377592	0	0.0001626179777377592
936	0.135	0.000125	-0.015	0.0001626179777377143	0	0.0001626179777377143
937	0.135	0.000125	-0.045	0.0001626179696638487	0	0.0001626179696638487
938	0.135	0.000125	-0.075	0.000162617941193481	0	0.000162617941193481
939	0.135	0.000125	-0.105	0.0001626178247395475	0	0.0001626178247395475
940	0.135	0.000125	-0.135	0.0001626088821800399	0	0.0001626088821800399
941	-0.135	-0.000125	-0.135	-0.0001626088821801323	0	-0.0001626088821801323
942	-0.135	-0.000125	-0.105	-0.0001626178247395955	0	-0.0001626178247395955
943	-0.135	-0.000125	-0.075	-0.0001626179411935281	0	-0.0001626179411935281
944	-0.135	-0.000125	-0.045	-0.0001626179696639159	0	-0.0001626179696639159
945	-0.135	-0.000125	-0.015	-0.0001626179777377673	0	-0.0001626179777377673
946	-0.135	-0.000125	0.015	-0.0001626179777377116	0	-0.0001626179777377116
947	-0.135	-0.000125	0.045	-0.000162617969663871	0	-0.000162617969663871
948	-0.135	-0.000125	0.075	-0.0001626179411934603	0	-0.0001626179411934603
949	-0.135	-0.000125	0.105	-0.0001626178247395501	0	-0.0001626178247395501
950	-0.135	-0.000125	0.135	-0.0001626088821801365	0	-0.0001626088821801365
951	-0.105	-0.000125	-0.135	-0.0001626178247395339	0	-0.0001626178247395339
952	-0.105	-0.000125	-0.105	-0.0001626275451973758	0	-0.0001626275451973758
953	-0.105	-0.000125	-0.075	-0.0001626276820852124	0	-0.0001626276820852124
954	-0.105	-0.000125	-0.045	-0.0001626277103021283	0	-0.0001626277103021283
955	-0.105	-0.000125	-0.015	-0.0001626277172926734	0	-0.0001626277172926734
956	-0.105	-0.000125	0.015	-0.0001626277172926562	0	-0.0001626277172926562
957	-0.105	-0.000125	0.045	-0.0001626277103021163	0	-0.0001626277103021163
958	-0.105	-0.000125	0.075	-0.0001626276820852153	0	-0.0001626276820852153
959	-0.105	-0.000125	0.105	-0.0001626275451973768	0	-0.0001626275451973768
960	-0.105	-0.000125	0.135	-0.0001626178247395681	0	-0.0001626178247395681
961	-0.075	-0.000125	-0.135	-0.0001626179411934437	0	-0.0001626179411934437
962	-0.075	-0.000125	-0.105	-0.0001626276820852037	0	-0.0001626276820852037
963	-0.075	-0.000125	-0.075	-0.0001626278304959633	0	-0.0001626278304959633
964	-0.075	-0.000125	-0.045	-0.0001626278619411352	0	-0.0001626278619411352
965	-0.075	-0.000125	-0.015	-0.0001626278698331061	0	-0.0001626278698331061
966	-0.075	-0.000125	0.015	-0.0001626278698330955	0	-0.0001626278698330955
967	-0.075	-0.000125	0.045	-0.000162627861941117	0	-0.000162627861941117
968	-0.075	-0.000125	0.075	-0.0001626278304959583	0	-0.0001626278304959583
969	-0.075	-0.000125	0.105	-0.0001626276820852213	0	-0.0001626276820852213
970	-0.075	-0.000125	0.135	-0.0001626179411935041	0	-0.0001626179411935041
971	-0.045	-0.000125	-0.135	-0.0001626179696638541	0	-0.0001626179696638541
972	-0.045	-0.000125	-0.105	-0.0001626277103021095	0	-0.0001626277103021095
973	-0.045	-0.000125	-0.075	-0.0001626278619411394	0	-0.0001626278619411394
974	-0.045	-0.000125	-0.045	-0.0001626278947547368	0	-0.0001626278947547368
975	-0.045	-0.000125	-0.015	-0.0001626279031254402	0	-0.0001626279031254402
976	-0.045	-0.000125	0.015	-0.0001626279031254437	0	-0.0001626279031254437
977	-0.045	-0.000125	0.045	-0.0001626278947547571	0	-0.0001626278947547571
